2026-07-19 17:47:32 INFO     logs.logging_config: Logging initialised. app.log=/Users/pelle/Development/GitHub/aac-mcp-agent/app/logs/app.log, errors.log=/Users/pelle/Development/GitHub/aac-mcp-agent/app/logs/errors.log, agent.log=/Users/pelle/Development/GitHub/aac-mcp-agent/app/logs/agent.log, prompt.log=/Users/pelle/Development/GitHub/aac-mcp-agent/app/logs/prompt.log, file_level=DEBUG
2026-07-19 17:53:18 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=02163627-v, lang=en): 3 results from local dataset.
2026-07-19 17:53:18 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=01056890-v, lang=en): 1 results from local dataset.
2026-07-19 17:53:18 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=01050590-v, lang=en): 2 results from local dataset.
2026-07-19 17:53:18 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=00869874-n, lang=en): 1 results from local dataset.
2026-07-19 17:53:18 INFO     agent.agent: Turn 0 done — 25 pictograms
2026-07-19 17:53:18 INFO     src.api.server: /run turn=1  input='He seems a bit down'  results=25  tools_called=True
2026-07-19 17:53:27 INFO     src.api.server: /select  pid=6632  label='I'
2026-07-19 17:53:27 INFO     agent.agent: ── Turn 1 ── 'He seems a bit down'
2026-07-19 17:53:32 INFO     agent.backends: [LLAMACPP] prompt_tokens=181 completion_tokens=6
2026-07-19 17:53:32 DEBUG    mcp_server.tools.time_tool: get_time() -> 2026-07-19 17:53 | afternoon
2026-07-19 17:53:32 DEBUG    quic: [00afedaa642a151f] TLS: Advertising to peer post-quantum algorithm using X25519ML768 (0x11EC)
2026-07-19 17:53:32 DEBUG    quic: [00afedaa642a151f] ECH: GREASE extension added to ClientHello
2026-07-19 17:53:32 DEBUG    quic: [00afedaa642a151f] TLS CLIENT_HANDSHAKE_START -> CLIENT_EXPECT_SERVER_HELLO
2026-07-19 17:53:33 WARNING  urllib3.connectionpool: Retrying (Retry(total=0, connect=None, read=False, redirect=None, status=None)) after connection broken by 'MustDowngradeError('The server yielded its support for HttpVersion.h3 through the Alt-Svc header while unable to do so. To remediate that issue, either disable HttpVersion.h3 or reach out to the server admin.')': /
2026-07-19 17:53:36 INFO     mcp_server.tools.schedule_tool: Apple CalDAV: 0 events for 2026-07-19
2026-07-19 17:53:51 INFO     agent.backends: [LLAMACPP] prompt_tokens=411 completion_tokens=35
2026-07-19 17:53:51 INFO     mcp_server.tools.arasaac: search_pictograms('i', lang='en'): 7 results from local dataset.
2026-07-19 17:53:51 INFO     agent.resolve: Embedding nearest('down') → 'get down'  score=0.792  threshold=0.75
2026-07-19 17:53:51 INFO     mcp_server.tools.arasaac: search_pictograms('get down', lang='en'): 1 results from local dataset.
2026-07-19 17:53:51 INFO     mcp_server.tools.arasaac: search_pictograms('sad', lang='en'): 4 results from local dataset.
2026-07-19 17:53:51 INFO     mcp_server.tools.arasaac: search_pictograms('feel', lang='en'): 7 results from local dataset.
2026-07-19 17:53:51 DEBUG    agent.resolve: Embedding nearest('mood') — best score 0.638 below threshold 0.75, no match.
2026-07-19 17:53:51 INFO     mcp_server.tools.arasaac: search_pictograms('depressed', lang='en'): 4 results from local dataset.
2026-07-19 17:53:51 INFO     mcp_server.tools.arasaac: search_pictograms('cry', lang='en'): 6 results from local dataset.
2026-07-19 17:53:51 INFO     mcp_server.tools.arasaac: search_pictograms('sleep', lang='en'): 3 results from local dataset.
2026-07-19 17:53:51 INFO     mcp_server.tools.arasaac: search_pictograms('lonely', lang='en'): 2 results from local dataset.
2026-07-19 17:53:51 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=06841868-n, lang=en): 50 results from local dataset.
2026-07-19 17:53:51 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=06831828-n, lang=en): 50 results from local dataset.
2026-07-19 17:53:51 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=01962311-v, lang=en): 3 results from local dataset.
2026-07-19 17:53:51 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=01982590-v, lang=en): 4 results from local dataset.
2026-07-19 17:53:51 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=01364779-a, lang=en): 5 results from local dataset.
2026-07-19 17:53:51 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=00155165-a, lang=en): 5 results from local dataset.
2026-07-19 17:53:51 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=00707060-s, lang=en): 6 results from local dataset.
2026-07-19 17:53:51 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=02110460-v, lang=en): 5 results from local dataset.
2026-07-19 17:53:51 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=02110960-v, lang=en): 5 results from local dataset.
2026-07-19 17:53:51 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=01208316-v, lang=en): 2 results from local dataset.
2026-07-19 17:53:51 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=01208838-v, lang=en): 8 results from local dataset.
2026-07-19 17:53:51 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=01212242-v, lang=en): 1 results from local dataset.
2026-07-19 17:53:51 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=02163627-v, lang=en): 3 results from local dataset.
2026-07-19 17:53:51 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=00065962-v, lang=en): 5 results from local dataset.
2026-07-19 17:53:51 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=00869874-n, lang=en): 1 results from local dataset.
2026-07-19 17:53:51 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=07135865-n, lang=en): 1 results from local dataset.
2026-07-19 17:53:51 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=00014735-v, lang=en): 8 results from local dataset.
2026-07-19 17:53:51 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=00496744-v, lang=en): 1 results from local dataset.
2026-07-19 17:53:51 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=14438119-n, lang=en): 3 results from local dataset.
2026-07-19 17:53:51 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=02258956-s, lang=en): 2 results from local dataset.
2026-07-19 17:53:51 INFO     agent.agent: Turn 1 done — 25 pictograms
2026-07-19 17:53:51 INFO     src.api.server: /run turn=2  input='He seems a bit down'  results=25  tools_called=True
2026-07-19 17:55:49 INFO     src.api.server: /select  pid=35545  label='sad'
2026-07-19 17:55:50 INFO     agent.agent: ── Turn 2 ── 'He seems a bit down'
2026-07-19 17:55:54 INFO     agent.backends: [LLAMACPP] prompt_tokens=199 completion_tokens=6
2026-07-19 17:55:54 DEBUG    mcp_server.tools.time_tool: get_time() -> 2026-07-19 17:55 | afternoon
2026-07-19 17:55:54 DEBUG    quic: [c85906c165976acf] TLS: Advertising to peer post-quantum algorithm using X25519ML768 (0x11EC)
2026-07-19 17:55:54 DEBUG    quic: [c85906c165976acf] ECH: GREASE extension added to ClientHello
2026-07-19 17:55:54 DEBUG    quic: [c85906c165976acf] TLS CLIENT_HANDSHAKE_START -> CLIENT_EXPECT_SERVER_HELLO
2026-07-19 17:55:55 WARNING  urllib3.connectionpool: Retrying (Retry(total=0, connect=None, read=False, redirect=None, status=None)) after connection broken by 'MustDowngradeError('The server yielded its support for HttpVersion.h3 through the Alt-Svc header while unable to do so. To remediate that issue, either disable HttpVersion.h3 or reach out to the server admin.')': /
2026-07-19 17:55:59 INFO     mcp_server.tools.schedule_tool: Apple CalDAV: 0 events for 2026-07-19
2026-07-19 17:56:11 INFO     agent.backends: [LLAMACPP] prompt_tokens=429 completion_tokens=32
2026-07-19 17:56:11 INFO     mcp_server.tools.arasaac: search_pictograms('i', lang='en'): 7 results from local dataset.
2026-07-19 17:56:11 INFO     mcp_server.tools.arasaac: search_pictograms('sad', lang='en'): 4 results from local dataset.
2026-07-19 17:56:11 INFO     mcp_server.tools.arasaac: search_pictograms('feel', lang='en'): 7 results from local dataset.
2026-07-19 17:56:11 INFO     mcp_server.tools.arasaac: search_pictograms('depressed', lang='en'): 4 results from local dataset.
2026-07-19 17:56:11 DEBUG    agent.resolve: Embedding nearest('mood') — best score 0.638 below threshold 0.75, no match.
2026-07-19 17:56:11 INFO     mcp_server.tools.arasaac: search_pictograms('alone', lang='en'): 4 results from local dataset.
2026-07-19 17:56:11 INFO     mcp_server.tools.arasaac: search_pictograms('time', lang='en'): 3 results from local dataset.
2026-07-19 17:56:11 INFO     mcp_server.tools.arasaac: search_pictograms('afternoon', lang='en'): 1 results from local dataset.
2026-07-19 17:56:11 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=06841868-n, lang=en): 50 results from local dataset.
2026-07-19 17:56:11 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=06831828-n, lang=en): 50 results from local dataset.
2026-07-19 17:56:11 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=01364779-a, lang=en): 5 results from local dataset.
2026-07-19 17:56:11 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=00155165-a, lang=en): 5 results from local dataset.
2026-07-19 17:56:11 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=00707060-s, lang=en): 6 results from local dataset.
2026-07-19 17:56:11 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=02110460-v, lang=en): 5 results from local dataset.
2026-07-19 17:56:11 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=02110960-v, lang=en): 5 results from local dataset.
2026-07-19 17:56:11 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=01208316-v, lang=en): 2 results from local dataset.
2026-07-19 17:56:11 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=01208838-v, lang=en): 8 results from local dataset.
2026-07-19 17:56:11 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=01212242-v, lang=en): 1 results from local dataset.
2026-07-19 17:56:11 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=02163627-v, lang=en): 3 results from local dataset.
2026-07-19 17:56:11 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=02258956-s, lang=en): 2 results from local dataset.
2026-07-19 17:56:11 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=00496744-v, lang=en): 1 results from local dataset.
2026-07-19 17:56:11 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=14438119-n, lang=en): 3 results from local dataset.
2026-07-19 17:56:11 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=15295388-n, lang=en): 1 results from local dataset.
2026-07-19 17:56:11 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=00028468-n, lang=en): 4 results from local dataset.
2026-07-19 17:56:11 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=00458406-n, lang=en): 3 results from local dataset.
2026-07-19 17:56:11 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=00119765-r, lang=en): 1 results from local dataset.
2026-07-19 17:56:11 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=00491904-v, lang=en): 1 results from local dataset.
2026-07-19 17:56:11 INFO     mcp_server.tools.arasaac: search_pictograms_by_synset(synset=15191238-n, lang=en): 1 results from local dataset.
2026-07-19 17:56:11 INFO     agent.agent: Turn 2 done — 25 pictograms
2026-07-19 17:56:11 INFO     src.api.server: /run turn=3  input='He seems a bit down'  results=25  tools_called=True
2026-07-19 18:22:17 DEBUG    httpcore.connection: close.started
2026-07-19 18:22:17 DEBUG    httpcore.connection: close.complete
2026-07-19 18:22:17 DEBUG    httpcore.connection: connect_tcp.started host='127.0.0.1' port=11434 local_address=None timeout=None socket_options=None
2026-07-19 18:22:17 DEBUG    httpcore.connection: connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x279d7f5d0>
2026-07-19 18:22:17 DEBUG    httpcore.http11: send_request_headers.started request=<Request [b'GET']>
2026-07-19 18:22:17 DEBUG    httpcore.http11: send_request_headers.complete
2026-07-19 18:22:17 DEBUG    httpcore.http11: send_request_body.started request=<Request [b'GET']>
2026-07-19 18:22:17 DEBUG    httpcore.http11: send_request_body.complete
2026-07-19 18:22:17 DEBUG    httpcore.http11: receive_response_headers.started request=<Request [b'GET']>
2026-07-19 18:22:17 DEBUG    httpcore.http11: receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'application/json; charset=utf-8'), (b'Date', b'Sun, 19 Jul 2026 16:22:17 GMT'), (b'Content-Length', b'1793')])
2026-07-19 18:22:17 INFO     httpx: HTTP Request: GET http://127.0.0.1:11434/api/tags "HTTP/1.1 200 OK"
2026-07-19 18:22:17 DEBUG    httpcore.http11: receive_response_body.started request=<Request [b'GET']>
2026-07-19 18:22:17 DEBUG    httpcore.http11: receive_response_body.complete
2026-07-19 18:22:17 DEBUG    httpcore.http11: response_closed.started
2026-07-19 18:22:17 DEBUG    httpcore.http11: response_closed.complete
2026-07-19 18:22:17 DEBUG    httpcore.http11: send_request_headers.started request=<Request [b'GET']>
2026-07-19 18:22:17 DEBUG    httpcore.http11: send_request_headers.complete
2026-07-19 18:22:17 DEBUG    httpcore.http11: send_request_body.started request=<Request [b'GET']>
2026-07-19 18:22:17 DEBUG    httpcore.http11: send_request_body.complete
2026-07-19 18:22:17 DEBUG    httpcore.http11: receive_response_headers.started request=<Request [b'GET']>
2026-07-19 18:22:17 DEBUG    httpcore.http11: receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'application/json; charset=utf-8'), (b'Date', b'Sun, 19 Jul 2026 16:22:17 GMT'), (b'Content-Length', b'1793')])
2026-07-19 18:22:17 INFO     httpx: HTTP Request: GET http://127.0.0.1:11434/api/tags "HTTP/1.1 200 OK"
2026-07-19 18:22:17 DEBUG    httpcore.http11: receive_response_body.started request=<Request [b'GET']>
2026-07-19 18:22:17 DEBUG    httpcore.http11: receive_response_body.complete
2026-07-19 18:22:17 DEBUG    httpcore.http11: response_closed.started
2026-07-19 18:22:17 DEBUG    httpcore.http11: response_closed.complete
